duration,src_bytes,dst_bytes,packet_count,protocol,failed_logins,attack_type
24,872,69,65,UDP,9,BruteForce
19,838,132,74,UDP,10,BruteForce
13,1546,677,12,TCP,0,Normal
5,5213,186,511,TCP,0,DDoS
46,2362,1925,38,TCP,0,Normal
4,280,93,81,UDP,0,PortScan
41,1762,1265,13,TCP,0,Normal
2,6008,123,250,TCP,0,DDoS
4,7400,299,622,TCP,0,DDoS
10,157,54,127,UDP,0,PortScan
38,981,370,77,UDP,7,BruteForce
45,2836,719,17,UDP,0,Normal
2,3801,416,743,TCP,0,DDoS
10,676,325,44,UDP,10,BruteForce
8,1171,225,22,TCP,0,Normal
9,178,60,145,UDP,0,PortScan
7,461,131,143,UDP,0,PortScan
1,399,164,80,UDP,0,PortScan
12,922,412,47,UDP,7,BruteForce
7,396,62,267,TCP,0,PortScan
8,325,56,101,TCP,0,PortScan
5,286,181,156,UDP,0,PortScan
5,6070,428,205,TCP,0,DDoS
29,215,347,83,UDP,9,BruteForce
12,1060,646,50,UDP,0,Normal
11,615,466,37,UDP,4,BruteForce
1,5247,308,593,TCP,0,DDoS
9,2282,371,36,TCP,0,Normal
2,354,161,195,TCP,0,PortScan
51,159,453,45,TCP,0,Normal
3,6311,391,778,TCP,0,DDoS
1,161,104,57,UDP,0,PortScan
3,5552,489,601,TCP,0,DDoS
38,151,303,37,UDP,8,BruteForce
33,567,473,45,UDP,10,BruteForce
50,2426,1780,32,TCP,0,Normal
20,1374,448,16,TCP,0,Normal
2,3473,285,339,TCP,0,DDoS
6,1115,188,43,UDP,0,Normal
50,1187,345,47,TCP,0,Normal
1,7297,316,551,TCP,0,DDoS
1,5021,55,444,TCP,0,DDoS
32,664,1679,36,UDP,0,Normal
2,7214,247,815,TCP,0,DDoS
5,3960,292,128,TCP,0,DDoS
1,8262,80,463,TCP,0,DDoS
2,143,67,133,UDP,0,PortScan
59,2703,425,6,UDP,0,Normal
21,2460,263,15,UDP,0,Normal
4,55,145,204,UDP,0,PortScan
29,313,188,24,UDP,8,BruteForce
2,3369,81,913,TCP,0,DDoS
7,252,87,182,UDP,0,PortScan
48,1838,1992,7,UDP,0,Normal
30,1168,766,25,UDP,0,Normal
5,421,115,116,TCP,0,PortScan
42,2466,1629,6,TCP,0,Normal
27,651,287,56,UDP,8,BruteForce
27,381,250,32,UDP,9,BruteForce
32,203,172,46,UDP,5,BruteForce
3,6252,97,621,TCP,0,DDoS
4,8927,277,206,TCP,0,DDoS
19,517,1364,22,UDP,0,Normal
5,350,139,151,UDP,0,PortScan
8,1149,1528,42,TCP,0,Normal
14,288,310,66,UDP,8,BruteForce
4,481,181,300,TCP,0,PortScan
5,358,155,231,UDP,0,PortScan
3,4592,376,214,TCP,0,DDoS
1,100,164,55,TCP,0,PortScan
16,770,77,99,UDP,3,BruteForce
4,8424,277,630,TCP,0,DDoS
36,538,313,73,UDP,3,BruteForce
16,543,55,55,UDP,4,BruteForce
39,154,163,37,UDP,3,BruteForce
9,259,125,260,TCP,0,PortScan
23,790,336,99,UDP,6,BruteForce
2,5012,366,854,TCP,0,DDoS
41,1472,1402,11,UDP,0,Normal
40,2224,1383,20,UDP,0,Normal
2,4791,400,987,TCP,0,DDoS
4,7939,272,510,TCP,0,DDoS
5,3470,328,318,TCP,0,DDoS
53,244,1045,22,TCP,0,Normal
4,4100,364,189,TCP,0,DDoS
2,9244,76,412,TCP,0,DDoS
3,392,188,222,UDP,0,PortScan
15,130,1749,13,TCP,0,Normal
7,305,78,208,TCP,0,PortScan
10,1000,409,30,UDP,5,BruteForce
6,484,29,76,UDP,0,PortScan
49,1440,395,34,TCP,0,Normal
1,9536,492,191,TCP,0,DDoS
7,166,37,126,TCP,0,PortScan
1,8634,151,346,TCP,0,DDoS
33,248,417,86,UDP,3,BruteForce
51,541,1978,46,UDP,0,Normal
1,7152,63,412,TCP,0,DDoS
22,2846,198,14,UDP,0,Normal
6,820,1689,17,UDP,0,Normal
33,1112,677,40,TCP,0,Normal
4,104,145,105,TCP,0,PortScan
3,4372,181,684,TCP,0,DDoS
4,5026,329,228,TCP,0,DDoS
44,267,1881,8,TCP,0,Normal
19,257,124,21,UDP,6,BruteForce
10,382,130,197,TCP,0,PortScan
5,285,37,293,TCP,0,PortScan
12,608,187,99,UDP,6,BruteForce
31,921,274,86,UDP,10,BruteForce
26,667,275,16,UDP,4,BruteForce
2,5332,204,913,TCP,0,DDoS
3,7049,406,164,TCP,0,DDoS
46,2049,904,39,TCP,0,Normal
9,341,181,273,TCP,0,PortScan
6,175,103,88,TCP,0,PortScan
4,9198,465,216,TCP,0,DDoS
8,120,43,189,TCP,0,PortScan
10,472,26,151,UDP,0,PortScan
1,6407,111,315,TCP,0,DDoS
10,251,179,258,TCP,0,PortScan
3,372,66,61,UDP,0,PortScan
12,854,255,90,UDP,9,BruteForce
9,440,49,210,UDP,0,PortScan
23,867,88,51,UDP,10,BruteForce
22,419,325,10,UDP,6,BruteForce
9,411,33,124,UDP,0,PortScan
37,711,1030,16,TCP,0,Normal
8,294,186,293,UDP,0,PortScan
1,4682,471,353,TCP,0,DDoS
4,4119,240,759,TCP,0,DDoS
16,158,158,15,UDP,3,BruteForce
30,589,480,13,UDP,6,BruteForce
3,3965,415,756,TCP,0,DDoS
22,250,100,20,UDP,3,BruteForce
45,885,623,37,TCP,0,Normal
3,8458,283,540,TCP,0,DDoS
37,2500,940,36,TCP,0,Normal
1,4792,165,131,TCP,0,DDoS
10,313,134,51,UDP,0,PortScan
8,319,122,201,UDP,0,PortScan
2,7735,148,969,TCP,0,DDoS
40,895,326,97,UDP,4,BruteForce
22,920,1834,7,UDP,0,Normal
18,811,229,80,UDP,10,BruteForce
3,3108,465,533,TCP,0,DDoS
18,1979,1238,33,TCP,0,Normal
36,365,1569,23,UDP,0,Normal
9,476,64,203,TCP,0,PortScan
3,4143,442,415,TCP,0,DDoS
53,1571,1039,37,UDP,0,Normal
24,2882,558,48,TCP,0,Normal
14,200,447,24,UDP,5,BruteForce
4,6238,223,629,TCP,0,DDoS
9,2202,437,6,UDP,0,Normal
7,401,62,126,UDP,0,PortScan
20,1459,696,50,UDP,0,Normal
10,261,294,57,UDP,8,BruteForce
4,128,149,172,TCP,0,PortScan
8,2423,1058,11,TCP,0,Normal
4,202,29,289,TCP,0,PortScan
4,5962,492,520,TCP,0,DDoS
7,124,153,262,UDP,0,PortScan
20,178,173,65,UDP,8,BruteForce
4,9884,204,734,TCP,0,DDoS
59,597,517,25,TCP,0,Normal
10,210,433,96,UDP,6,BruteForce
18,300,330,81,UDP,7,BruteForce
8,486,103,244,UDP,0,PortScan
4,6589,462,409,TCP,0,DDoS
27,978,849,18,TCP,0,Normal
4,240,172,285,UDP,0,PortScan
6,375,21,63,TCP,0,PortScan
57,1234,1643,24,UDP,0,Normal
4,5794,101,922,TCP,0,DDoS
20,623,488,92,UDP,3,BruteForce
2,183,150,178,TCP,0,PortScan
4,8393,282,175,TCP,0,DDoS
1,3993,268,248,TCP,0,DDoS
14,284,333,70,UDP,6,BruteForce
3,4711,107,533,TCP,0,DDoS
30,641,1015,43,UDP,0,Normal
37,2079,647,22,TCP,0,Normal
6,2714,498,40,UDP,0,Normal
4,223,197,277,UDP,0,PortScan
16,513,369,32,UDP,5,BruteForce
19,304,367,34,UDP,6,BruteForce
4,475,127,143,TCP,0,PortScan
1,94,191,87,TCP,0,PortScan
8,50,93,111,TCP,0,PortScan
2,433,101,100,TCP,0,PortScan
34,871,212,11,UDP,8,BruteForce
33,2864,1805,37,UDP,0,Normal
2,297,87,290,UDP,0,PortScan
3,268,37,120,UDP,0,PortScan
31,904,369,23,UDP,6,BruteForce
20,128,343,90,UDP,9,BruteForce
3,6387,474,400,TCP,0,DDoS
5,8198,452,295,TCP,0,DDoS
5,3523,64,913,TCP,0,DDoS
4,5758,198,415,TCP,0,DDoS
1,162,114,145,UDP,0,PortScan
1,8709,428,790,TCP,0,DDoS
3,8682,478,129,TCP,0,DDoS
3,396,60,202,TCP,0,PortScan
10,1679,754,39,TCP,0,Normal
3,7896,92,139,TCP,0,DDoS
3,7446,405,760,TCP,0,DDoS
2,7584,158,449,TCP,0,DDoS
5,444,195,181,UDP,0,PortScan
1,7975,91,965,TCP,0,DDoS
5,6019,430,210,TCP,0,DDoS
8,441,192,100,UDP,0,PortScan
3,423,95,230,TCP,0,PortScan
5,8817,418,361,TCP,0,DDoS
5,113,195,58,UDP,0,PortScan
31,159,1112,45,TCP,0,Normal
17,820,257,54,UDP,5,BruteForce
35,322,84,55,UDP,9,BruteForce
15,647,414,70,UDP,6,BruteForce
16,292,480,57,UDP,10,BruteForce
27,1968,219,42,TCP,0,Normal
5,5974,332,319,TCP,0,DDoS
24,783,92,33,UDP,5,BruteForce
2,9948,404,215,TCP,0,DDoS
18,923,59,92,UDP,8,BruteForce
16,347,303,29,UDP,10,BruteForce
3,375,44,273,UDP,0,PortScan
38,973,118,58,UDP,10,BruteForce
36,301,493,68,UDP,8,BruteForce
26,400,190,89,UDP,6,BruteForce
55,1564,1595,44,UDP,0,Normal
49,497,1255,49,TCP,0,Normal
2,190,79,137,TCP,0,PortScan
10,228,68,252,UDP,0,PortScan
4,4967,122,376,TCP,0,DDoS
47,331,1706,33,UDP,0,Normal
29,767,270,34,UDP,9,BruteForce
27,310,347,48,UDP,8,BruteForce
6,243,68,89,UDP,0,PortScan
2,5690,334,201,TCP,0,DDoS
52,2098,1517,15,TCP,0,Normal
13,672,226,40,UDP,6,BruteForce
28,208,459,38,UDP,9,BruteForce
11,708,304,62,UDP,4,BruteForce
1,358,181,186,TCP,0,PortScan
8,389,33,203,UDP,0,PortScan
22,877,185,56,UDP,6,BruteForce
29,223,986,6,UDP,0,Normal
58,2287,1277,13,TCP,0,Normal
33,568,485,88,UDP,3,BruteForce
3,123,191,239,UDP,0,PortScan
1,5838,288,369,TCP,0,DDoS
26,2672,1980,38,UDP,0,Normal
5,7162,145,964,TCP,0,DDoS
9,68,97,142,TCP,0,PortScan
1,164,168,225,UDP,0,PortScan
2,53,59,217,TCP,0,PortScan
5,472,140,267,UDP,0,PortScan
2,5699,496,732,TCP,0,DDoS
5,107,102,116,UDP,0,PortScan
4,3780,495,919,TCP,0,DDoS
5,2625,760,6,TCP,0,Normal
45,1510,1906,31,UDP,0,Normal
3,8198,394,382,TCP,0,DDoS
1,3458,277,482,TCP,0,DDoS
1,61,90,283,UDP,0,PortScan
5,3822,102,702,TCP,0,DDoS
39,281,166,70,UDP,4,BruteForce
4,6123,499,398,TCP,0,DDoS
58,1247,1425,15,UDP,0,Normal
2,5450,247,292,TCP,0,DDoS
37,143,1851,42,TCP,0,Normal
54,318,1913,36,TCP,0,Normal
59,1232,549,46,TCP,0,Normal
30,299,475,89,UDP,10,BruteForce
3,9543,306,617,TCP,0,DDoS
2,83,116,124,UDP,0,PortScan
35,1889,1957,25,TCP,0,Normal
5,4377,81,201,TCP,0,DDoS
60,467,1773,20,UDP,0,Normal
57,146,1670,12,TCP,0,Normal
7,410,198,150,UDP,0,PortScan
5,427,162,191,TCP,0,PortScan
30,828,123,52,UDP,7,BruteForce
2,123,25,127,UDP,0,PortScan
5,4882,426,762,TCP,0,DDoS
37,472,133,75,UDP,7,BruteForce
40,1624,264,23,UDP,0,Normal
39,1581,877,26,UDP,0,Normal
11,238,487,10,UDP,3,BruteForce
25,272,343,78,UDP,7,BruteForce
28,631,182,40,UDP,10,BruteForce
37,398,368,11,UDP,0,Normal
2,161,177,235,UDP,0,PortScan
6,2177,1125,46,TCP,0,Normal
6,77,120,180,TCP,0,PortScan
27,2690,1598,47,TCP,0,Normal
5,178,183,257,UDP,0,PortScan
1,349,140,76,UDP,0,PortScan
18,2035,1488,13,TCP,0,Normal
5,8819,236,101,TCP,0,DDoS
25,447,302,67,UDP,5,BruteForce
5,6863,236,587,TCP,0,DDoS
3,166,178,286,UDP,0,PortScan
12,816,250,95,UDP,5,BruteForce
31,1526,1718,31,TCP,0,Normal
4,494,163,82,TCP,0,PortScan
7,239,73,56,TCP,0,PortScan
38,2998,887,27,TCP,0,Normal
32,593,433,11,UDP,10,BruteForce
4,483,176,144,UDP,0,PortScan
2,226,178,129,UDP,0,PortScan
19,497,65,91,UDP,4,BruteForce
5,8340,96,329,TCP,0,DDoS
30,309,337,73,UDP,4,BruteForce
51,2165,117,16,TCP,0,Normal
3,6389,250,630,TCP,0,DDoS
25,2820,877,32,UDP,0,Normal
24,161,106,28,UDP,7,BruteForce
28,703,416,14,UDP,6,BruteForce
46,402,1261,42,UDP,0,Normal
17,506,1277,14,UDP,0,Normal
26,960,217,73,UDP,9,BruteForce
44,255,745,8,TCP,0,Normal
1,6590,139,495,TCP,0,DDoS
9,1102,1790,44,TCP,0,Normal
28,2145,726,10,TCP,0,Normal
34,197,251,96,UDP,4,BruteForce
18,305,542,38,TCP,0,Normal
9,299,63,271,UDP,0,PortScan
3,7015,363,185,TCP,0,DDoS
2,8868,161,703,TCP,0,DDoS
1,6729,175,129,TCP,0,DDoS
1,174,136,247,TCP,0,PortScan
1,136,153,226,TCP,0,PortScan
3,9244,163,971,TCP,0,DDoS
56,1844,1620,22,UDP,0,Normal
4,417,179,160,UDP,0,PortScan
18,2334,1008,21,UDP,0,Normal
34,1440,1503,23,TCP,0,Normal
15,2694,522,9,TCP,0,Normal
10,219,53,163,TCP,0,PortScan
27,235,331,49,UDP,0,Normal
24,576,620,23,UDP,0,Normal
1,279,57,213,UDP,0,PortScan
30,408,175,50,UDP,10,BruteForce
58,974,394,32,UDP,0,Normal
2,3997,495,691,TCP,0,DDoS
1,7003,483,558,TCP,0,DDoS
1,234,89,112,TCP,0,PortScan
51,1041,910,41,TCP,0,Normal
2,5720,176,518,TCP,0,DDoS
48,744,1498,32,TCP,0,Normal
12,1734,233,28,TCP,0,Normal
21,877,166,36,UDP,10,BruteForce
1,4219,131,805,TCP,0,DDoS
10,172,88,148,UDP,0,PortScan
4,252,87,156,TCP,0,PortScan
1,126,144,157,TCP,0,PortScan
12,877,215,84,UDP,4,BruteForce
9,2602,535,48,TCP,0,Normal
4,3600,105,164,TCP,0,DDoS
6,148,38,217,TCP,0,PortScan
40,601,446,71,UDP,8,BruteForce
24,1635,1913,31,TCP,0,Normal
5,424,122,63,UDP,0,PortScan
4,3157,497,407,TCP,0,DDoS
11,755,423,80,UDP,10,BruteForce
9,57,125,150,UDP,0,PortScan
18,603,265,29,TCP,0,Normal
37,2313,1904,31,UDP,0,Normal
20,1775,1247,16,TCP,0,Normal
18,218,143,31,UDP,9,BruteForce
17,1228,1091,47,TCP,0,Normal
29,812,255,35,UDP,3,BruteForce
5,5185,306,962,TCP,0,DDoS
56,1311,1631,14,UDP,0,Normal
1,360,35,102,TCP,0,PortScan
3,6021,163,260,TCP,0,DDoS
45,2347,1693,20,UDP,0,Normal
6,295,1407,11,TCP,0,Normal
5,473,161,168,UDP,0,PortScan
22,171,410,70,UDP,10,BruteForce
40,674,398,86,UDP,10,BruteForce
5,5277,114,242,TCP,0,DDoS
9,203,99,171,TCP,0,PortScan
10,394,311,22,UDP,5,BruteForce
11,2407,1364,15,TCP,0,Normal
50,2788,241,10,TCP,0,Normal
34,658,434,58,UDP,3,BruteForce
1,3066,296,522,TCP,0,DDoS
6,303,195,268,UDP,0,PortScan
14,541,314,61,UDP,10,BruteForce
60,2216,264,34,UDP,0,Normal
5,9456,364,775,TCP,0,DDoS
1,166,54,227,UDP,0,PortScan
2,7362,403,260,TCP,0,DDoS
1,5991,285,828,TCP,0,DDoS
3,9392,106,560,TCP,0,DDoS
6,945,883,17,TCP,0,Normal
60,2225,1427,22,UDP,0,Normal
31,107,77,17,UDP,5,BruteForce
7,55,163,271,TCP,0,PortScan
1,65,139,258,TCP,0,PortScan
38,881,190,89,UDP,7,BruteForce
2,5494,233,220,TCP,0,DDoS
2,4866,432,880,TCP,0,DDoS
25,479,483,15,UDP,7,BruteForce
5,9301,222,431,TCP,0,DDoS
38,207,340,31,UDP,3,BruteForce
7,735,325,15,TCP,0,Normal
55,2396,1408,17,UDP,0,Normal
4,4844,67,580,TCP,0,DDoS
1,7793,223,378,TCP,0,DDoS
52,1896,1081,26,TCP,0,Normal
51,1496,914,38,TCP,0,Normal
1,9299,410,536,TCP,0,DDoS
13,861,312,60,UDP,9,BruteForce
17,230,91,36,UDP,10,BruteForce
5,9721,100,887,TCP,0,DDoS
14,713,263,48,UDP,5,BruteForce
5,1567,461,35,UDP,0,Normal
1,4000,250,873,TCP,0,DDoS
23,341,382,53,UDP,5,BruteForce
3,408,199,264,TCP,0,PortScan
1,4763,225,482,TCP,0,DDoS
6,425,33,91,TCP,0,PortScan
1,7400,426,563,TCP,0,DDoS
10,335,86,238,TCP,0,PortScan
5,8038,409,359,TCP,0,DDoS
5,414,107,190,UDP,0,PortScan
14,747,210,55,UDP,5,BruteForce
38,950,430,46,UDP,9,BruteForce
4,4340,193,770,TCP,0,DDoS
33,310,106,56,UDP,8,BruteForce
5,209,173,197,UDP,0,PortScan
11,2614,132,46,TCP,0,Normal
3,3996,438,292,TCP,0,DDoS
21,491,979,33,UDP,0,Normal
11,338,492,88,UDP,3,BruteForce
39,2146,1005,10,UDP,0,Normal
27,2350,1037,31,TCP,0,Normal
15,2561,670,33,TCP,0,Normal
7,99,68,238,UDP,0,PortScan
33,539,475,53,UDP,10,BruteForce
5,1526,1058,35,TCP,0,Normal
2,431,153,85,UDP,0,PortScan
32,2690,799,29,UDP,0,Normal
31,466,393,49,UDP,9,BruteForce
3,6010,431,464,TCP,0,DDoS
2,455,103,263,TCP,0,PortScan
39,428,55,72,UDP,10,BruteForce
19,434,145,50,UDP,10,BruteForce
54,327,1377,28,TCP,0,Normal
6,1202,1400,43,UDP,0,Normal
49,222,1309,42,TCP,0,Normal
4,8544,149,863,TCP,0,DDoS
3,6978,458,380,TCP,0,DDoS
41,650,1264,37,TCP,0,Normal
58,634,616,36,UDP,0,Normal
51,2575,1836,48,TCP,0,Normal
10,419,33,259,TCP,0,PortScan
3,9032,186,470,TCP,0,DDoS
3,8989,416,620,TCP,0,DDoS
26,663,214,84,UDP,5,BruteForce
5,5665,129,710,TCP,0,DDoS
10,849,250,20,UDP,0,Normal
2,107,117,250,TCP,0,PortScan
7,1079,866,44,TCP,0,Normal
40,838,437,66,UDP,3,BruteForce
2,9077,80,922,TCP,0,DDoS
2,7605,309,950,TCP,0,DDoS
5,9660,293,299,TCP,0,DDoS
30,181,348,17,UDP,4,BruteForce
3,401,42,94,UDP,0,PortScan
38,613,212,35,UDP,6,BruteForce
1,7105,426,644,TCP,0,DDoS
3,7700,206,197,TCP,0,DDoS
14,197,366,68,UDP,8,BruteForce
17,420,489,68,UDP,7,BruteForce
4,450,113,209,UDP,0,PortScan
4,8395,471,504,TCP,0,DDoS
36,273,427,70,UDP,10,BruteForce
6,255,30,292,TCP,0,PortScan
25,215,298,18,UDP,3,BruteForce
6,322,105,224,TCP,0,PortScan
11,249,452,46,UDP,10,BruteForce
26,577,367,30,UDP,7,BruteForce
31,1867,1473,18,TCP,0,Normal
17,363,800,31,UDP,0,Normal
5,7857,429,171,TCP,0,DDoS
3,294,28,61,UDP,0,PortScan
1,3868,58,410,TCP,0,DDoS
40,726,806,49,TCP,0,Normal
10,331,155,222,UDP,0,PortScan
3,9667,283,320,TCP,0,DDoS
2,4318,72,573,TCP,0,DDoS
6,159,78,189,TCP,0,PortScan
7,56,135,101,TCP,0,PortScan
51,876,1933,38,UDP,0,Normal
15,2812,1093,13,TCP,0,Normal
4,411,101,139,UDP,0,PortScan
10,533,359,29,UDP,6,BruteForce
21,2092,1895,13,TCP,0,Normal
14,364,198,60,UDP,9,BruteForce
1,76,185,167,UDP,0,PortScan
5,7956,361,872,TCP,0,DDoS
3,8989,219,507,TCP,0,DDoS
7,445,149,74,TCP,0,PortScan
2,9521,107,317,TCP,0,DDoS
29,908,76,12,UDP,10,BruteForce
52,1405,1306,15,TCP,0,Normal
9,485,23,115,TCP,0,PortScan
4,7756,164,953,TCP,0,DDoS
2,4339,422,647,TCP,0,DDoS
6,72,171,58,UDP,0,PortScan
5,7420,188,673,TCP,0,DDoS
29,1965,1582,7,UDP,0,Normal
3,5803,401,528,TCP,0,DDoS
1,7379,72,499,TCP,0,DDoS
1,6256,249,621,TCP,0,DDoS
3,7269,447,406,TCP,0,DDoS
3,414,109,123,UDP,0,PortScan
12,2956,1649,26,UDP,0,Normal
49,2192,181,47,UDP,0,Normal
2,6426,413,758,TCP,0,DDoS
1,5108,370,663,TCP,0,DDoS
56,177,378,30,TCP,0,Normal
22,720,217,44,UDP,6,BruteForce
26,642,161,34,UDP,8,BruteForce
5,7246,446,984,TCP,0,DDoS
38,522,50,84,UDP,6,BruteForce
28,1308,1708,23,UDP,0,Normal
4,301,169,276,TCP,0,PortScan
4,8812,472,922,TCP,0,DDoS
3,6693,283,210,TCP,0,DDoS
2,7424,257,178,TCP,0,DDoS
4,7671,283,928,TCP,0,DDoS
34,660,289,21,UDP,9,BruteForce
6,2291,1616,39,TCP,0,Normal
2,391,50,199,UDP,0,PortScan
20,896,193,19,UDP,6,BruteForce
4,464,93,221,TCP,0,PortScan
2,257,53,156,UDP,0,PortScan
2,6046,226,676,TCP,0,DDoS
4,6267,169,451,TCP,0,DDoS
23,856,472,69,UDP,6,BruteForce
6,411,62,211,UDP,0,PortScan
36,2223,1185,50,TCP,0,Normal
10,705,472,40,UDP,8,BruteForce
4,9875,133,187,TCP,0,DDoS
27,2536,1375,12,UDP,0,Normal
4,4615,266,830,TCP,0,DDoS
10,437,60,223,TCP,0,PortScan
2,8205,290,231,TCP,0,DDoS
4,4817,180,174,TCP,0,DDoS
8,254,152,150,UDP,0,PortScan
5,4759,67,568,TCP,0,DDoS
20,481,403,90,UDP,3,BruteForce
18,612,340,34,UDP,4,BruteForce
14,2948,1662,50,TCP,0,Normal
5,4336,226,944,TCP,0,DDoS
3,459,198,131,UDP,0,PortScan
31,290,281,43,UDP,9,BruteForce
21,452,1837,33,UDP,0,Normal
13,1108,239,48,UDP,0,Normal
4,8762,313,964,TCP,0,DDoS
3,396,110,238,TCP,0,PortScan
4,9456,462,333,TCP,0,DDoS
7,88,21,163,UDP,0,PortScan
8,246,164,75,UDP,0,PortScan
12,147,135,29,UDP,7,BruteForce
7,470,119,260,TCP,0,PortScan
2,7844,107,940,TCP,0,DDoS
34,1203,269,40,UDP,0,Normal
4,3973,124,791,TCP,0,DDoS
53,1097,1546,5,TCP,0,Normal
26,1535,1134,23,TCP,0,Normal
3,9243,245,992,TCP,0,DDoS
29,708,61,75,UDP,9,BruteForce
10,2248,636,15,TCP,0,Normal
20,2674,1248,33,UDP,0,Normal
3,3842,249,633,TCP,0,DDoS
4,3988,124,789,TCP,0,DDoS
20,937,98,65,UDP,4,BruteForce
10,285,130,78,UDP,0,PortScan
6,2896,940,6,TCP,0,Normal
36,582,388,47,UDP,5,BruteForce
4,401,198,298,UDP,0,PortScan
2,6556,435,587,TCP,0,DDoS
2,6708,450,739,TCP,0,DDoS
4,3128,248,978,TCP,0,DDoS
29,779,438,42,UDP,4,BruteForce
47,406,1045,40,UDP,0,Normal
6,399,149,121,UDP,0,PortScan
27,750,235,74,UDP,4,BruteForce
12,915,182,41,UDP,4,BruteForce
17,485,119,58,UDP,4,BruteForce
1,3547,297,502,TCP,0,DDoS
9,77,156,241,TCP,0,PortScan
24,581,935,17,UDP,0,Normal
10,367,120,286,TCP,0,PortScan
11,2266,1501,36,UDP,0,Normal
3,7749,381,702,TCP,0,DDoS
3,4668,241,661,TCP,0,DDoS
9,328,108,183,UDP,0,PortScan
32,2815,298,35,UDP,0,Normal
3,228,145,267,UDP,0,PortScan
16,747,412,95,UDP,10,BruteForce
2,3374,290,243,TCP,0,DDoS
4,7715,210,508,TCP,0,DDoS
10,101,172,119,TCP,0,PortScan
24,2361,1176,46,UDP,0,Normal
4,8700,118,538,TCP,0,DDoS
2,3753,313,860,TCP,0,DDoS
54,1952,1461,10,TCP,0,Normal
33,2374,1283,45,UDP,0,Normal
33,2844,192,33,UDP,0,Normal
4,8040,415,869,TCP,0,DDoS
4,218,35,114,UDP,0,PortScan
14,844,271,80,UDP,10,BruteForce
16,2204,292,9,UDP,0,Normal
2,6046,137,205,TCP,0,DDoS
15,2680,1886,46,TCP,0,Normal
4,5104,172,814,TCP,0,DDoS
10,295,134,127,UDP,0,PortScan
49,2789,1194,19,UDP,0,Normal
56,1464,1671,16,UDP,0,Normal
2,9967,88,249,TCP,0,DDoS
24,822,276,61,UDP,6,BruteForce
2,331,128,96,UDP,0,PortScan
4,55,39,262,UDP,0,PortScan
56,2648,807,21,TCP,0,Normal
2,7254,104,321,TCP,0,DDoS
11,901,161,26,UDP,6,BruteForce
8,245,67,259,UDP,0,PortScan
3,231,105,237,UDP,0,PortScan
7,407,161,254,UDP,0,PortScan
39,2020,166,13,UDP,0,Normal
18,533,141,18,UDP,8,BruteForce
32,592,80,50,UDP,10,BruteForce
48,919,691,34,TCP,0,Normal
29,758,283,78,UDP,4,BruteForce
20,115,90,98,UDP,6,BruteForce
20,2338,1092,26,TCP,0,Normal
25,182,376,30,UDP,9,BruteForce
6,66,83,129,UDP,0,PortScan
7,115,26,155,UDP,0,PortScan
4,222,29,187,UDP,0,PortScan
20,957,466,38,TCP,0,Normal
16,313,327,15,UDP,8,BruteForce
9,83,100,99,TCP,0,PortScan
8,181,35,249,TCP,0,PortScan
50,1017,1753,32,UDP,0,Normal
37,733,333,66,UDP,3,BruteForce
1,5647,389,693,TCP,0,DDoS
7,460,71,154,UDP,0,PortScan
34,410,200,93,UDP,3,BruteForce
4,5426,301,348,TCP,0,DDoS
26,203,177,17,UDP,9,BruteForce
31,1182,529,35,UDP,0,Normal
2,7389,93,177,TCP,0,DDoS
1,3619,490,525,TCP,0,DDoS
10,298,68,73,UDP,0,PortScan
10,314,168,253,TCP,0,PortScan
23,964,441,31,UDP,5,BruteForce
39,179,279,68,UDP,6,BruteForce
4,196,125,217,UDP,0,PortScan
42,811,433,49,TCP,0,Normal
15,110,450,89,UDP,10,BruteForce
8,246,27,213,TCP,0,PortScan
1,8746,367,512,TCP,0,DDoS
8,1830,1883,25,UDP,0,Normal
2,9611,108,551,TCP,0,DDoS
11,380,316,24,UDP,4,BruteForce
44,929,933,41,TCP,0,Normal
4,7842,150,587,TCP,0,DDoS
10,344,158,120,UDP,0,PortScan
4,79,197,163,TCP,0,PortScan
19,250,374,91,UDP,10,BruteForce
24,2088,533,38,UDP,0,Normal
5,430,181,241,TCP,0,PortScan
4,476,195,153,TCP,0,PortScan
3,97,94,72,UDP,0,PortScan
16,660,297,99,UDP,7,BruteForce
49,1850,1064,9,TCP,0,Normal
17,366,85,87,UDP,7,BruteForce
19,882,179,58,UDP,9,BruteForce
3,9752,390,867,TCP,0,DDoS
2,9205,178,799,TCP,0,DDoS
38,271,77,84,UDP,6,BruteForce
9,88,157,101,UDP,0,PortScan
16,450,251,10,UDP,0,Normal
31,567,175,89,UDP,10,BruteForce
54,2539,1341,46,UDP,0,Normal
3,7155,468,174,TCP,0,DDoS
26,799,1153,26,UDP,0,Normal
6,1751,254,48,TCP,0,Normal
31,600,330,98,UDP,8,BruteForce
5,7171,418,818,TCP,0,DDoS
5,7802,130,337,TCP,0,DDoS
5,4305,363,423,TCP,0,DDoS
14,926,75,45,UDP,7,BruteForce
3,3682,241,812,TCP,0,DDoS
33,228,182,78,UDP,5,BruteForce
15,734,376,96,UDP,4,BruteForce
4,9342,222,477,TCP,0,DDoS
32,987,424,95,UDP,5,BruteForce
10,324,85,211,UDP,0,PortScan
5,2937,1842,49,UDP,0,Normal
31,301,76,91,UDP,3,BruteForce
7,476,79,131,TCP,0,PortScan
